,rating,date,review
7984,5,2018-04-22T06:33:33.000Z,"quick delivery ...i am very pleased…
quick delivery ...i am very pleased with this little yamaha acoustic...the price was the best i have found...thanks heaps ..better music regards wayne"
7985,5,2018-04-22T00:45:33.000Z,"Helpful staff that listen and respond…
Helpful staff that listen and respond to client needs."
7986,5,2018-04-22T00:33:12.000Z,"Great service
Great service, extremely helpful. Generous with both time and experience. Highly recommend."
7987,1,2018-04-21T01:52:26.000Z,"Purchased over a week ago still not here.
Purchased over a week ago.
Still not here. You can thank Australia Post for this review."
7988,5,2018-04-21T01:17:45.000Z,"Five Stars all the way.
I purchased a Yamaha DGX-660piano for $100 cheaper than any other place I could find online and $300 lower than retail. It arrived astonishingly fast and was well-packed and boxed. It now sits in my spare room and has captured the close attention of my kids and I. Thanks guys - very happy and very impressed."
7989,5,2018-04-20T13:50:21.000Z,"Good prices quick delivery.
Good prices quick delivery.. very happy"
7990,5,2018-04-20T13:23:25.000Z,"Yamaha THR10C $60 cheaper than local…
Yamaha THR10C $60 cheaper than local store and in stock, free freight to Central QLD. Quick delivery, well packaged. Top job."
7991,5,2018-04-20T11:00:11.000Z,"Great price
Great price, free delivery, good communication. Thanks"
7992,5,2018-04-20T08:56:34.000Z,"Brilliant service and communication
Brilliant service and communication , very awesome company to deal with."
7993,5,2018-04-20T08:35:40.000Z,"Paid for standard delivery
Paid for standard delivery, they shipped it express and i got it the next day!"
7994,5,2018-04-20T07:49:54.000Z,"Purchase of first electric guitar
I was interested in buying a solid body electric guitar and the shop I was dealing with kept me waiting for over 2 months while they were ‘waiting for their shipment’. The poor service from this shop and their disinterested attitude in keeping me as a customer prompted me to go online and buy my guitar. I called Better Music and couldn’t have asked for better service. The person I spoke with was polite, helpful and knew his stuff. I bought my guitar straight away and it was delivered to my place interstate within 3 working days. I am so happy with my purchase! Will definitely recommend Better Music and I certainly won’t hesitate to buy from them again. Thank you for everything!"
7995,4,2018-04-20T07:44:10.000Z,"Yamaha P45 and stand package purchased…
Yamaha P45 and stand package purchased online. Received a call to say stand was not in stock. The stand only was refunded and I had to purchase elsewhere. Although inconvenient, my money was refunded immediately and the piano arrived super fast. (Next day)."
7996,5,2018-04-20T07:25:41.000Z,"Great Service
Staff were very helpful and easy to deal with."
7997,5,2018-04-20T07:14:27.000Z,"Outstanding!
So happy with the service, price and postage speed. I can’t believe the quality of my violin for the price! Thank you!"
7998,5,2018-04-20T07:02:48.000Z,"Love these guys
This is the 4th time (maybe more??) we have purchased from Better Music and we will continue to do so. Excellent prices, service and very fast delivery."
7999,5,2018-04-20T07:00:19.000Z,"Amazing
If you’re a musician and haven’t bought anything from better music, you are crazy!"
8000,5,2018-04-20T06:54:07.000Z,"Great product.. Samson USB microphone
Great product... Exactly what I needed and super fast delivery - in time for my big presentation!

Thanks!!"
8001,5,2018-04-20T06:45:47.000Z,"Happy with my choice of guitar...seems…
Happy with my choice of guitar...seems like good value"
8002,5,2018-04-20T06:34:40.000Z,"Great service
Great service; thank you."
8003,5,2018-04-20T06:21:28.000Z,Fast service and no postage
8004,5,2018-04-20T06:04:42.000Z,"I was amazed at how quickly my purchase…
I was amazed at how quickly my purchase arrived thank you"
8005,5,2018-04-20T05:55:52.000Z,"Great service
Great service, great product."
8006,1,2018-04-20T05:54:08.000Z,bad delivery
8007,5,2018-04-17T11:57:00.000Z,"Excellent communication
Excellent communication, good prices, quick delivery"
8008,5,2018-04-16T08:11:48.000Z,"Great store
Great store, fast shipping and highly reliable and helpful on the service end.

Thanks for your hard work."
8009,5,2018-04-16T08:00:39.000Z,"Solid 9.99
Quick Delivery although it’s best to call em before buying if the desired product is in stock as sometimes they don’t have them .Overall it’s a Double fist Pump"
8010,3,2018-04-16T05:16:31.000Z,"Disappointing
Having had a good customer experience in the past from better music I had no problem in ordering another product from them being a guitar amp. My amp arrived in due time and was packaged in the original products box. I was however missing a foot switch from the order. Once I notified the sales rep she was very swift in sorting it out but the communication from the store was that they were adament they had packed it and I assumed they must of packed it into someone elses order, who knows. So after asking me several times if it was in the box they sent me the missing item and it was sent very swiftly and all was good. However this morning I recieved my foot switch and I was very appalled at the packaging there was no padded protection in the box and the footswitch was very loose and had been bounced around in delivery perhaps, as the switches on the foot switch had pierced the box packaging so must of taken a bit of a battering being a small item and loose in the box to begin with. I suggest better music package the orders like this in bubble wrap or some paper padding or something but its very obvious to me as an average punter you would do this so it doesnt get damaged. Anyway I would be to frightened to order from better music again based on this packaging as I think it was just luck that the item showed no sign of damage, but it obviously had taken a bit of a battering that it wasnt design for and I cant see if there is any damage inside the component part."
8011,5,2018-04-16T00:24:06.000Z,"Very good services
Very good services , recommend to anyone"
8012,5,2018-04-15T22:52:16.000Z,"Good
Good service"
8013,5,2018-04-15T21:01:26.000Z,"Very fast service
Very fast service, I paid for the express courier and received my equipment one day after ordering which was awesome. Also really happy with my new Boss Katana amp, what a great piece of kit."
8014,5,2018-04-15T10:34:35.000Z,"Fantastic!
I recommend Better Music not only to all musicians in the Canberra area but all across Australia, due to prices you would never expect from a company as local as this one. Awesome service too, the guys there are great people."
8015,5,2018-04-15T00:14:41.000Z,"Easy
Easy transaction, great product."
8016,5,2018-04-14T06:00:39.000Z,"Highly Recommended
The item was exactly as ordered. Well packaged and very prompt delivery. Ordered on Friday and arrived on Monday. Email updates on delivery status from Auspost were helpful too. Thanks"
8017,5,2018-04-14T05:29:26.000Z,"Better Music provided good verbal…
Better Music provided good verbal advice on product selection and followed up with timely telephone advice on delivery. The goods were delivered ahead of time"
8018,5,2018-04-13T10:31:00.000Z,"Great service and prices.
Great service and prices.

Kept informed re a delivery and provided good info on products ordered.

Highly recommended"
8019,5,2018-04-13T06:10:31.000Z,"I use BetterMusic to purchase a…Harmonica
I use BetterMusic to purchase a Harmonica, not having used them before. I received the Harmonica in 2 days with free shipping. This is excellent services. Harmonica was received well wrapped and great quality."
8020,5,2018-04-12T09:20:25.000Z,"The item was priced competitively and…
The item was priced competitively and arrived in excellent condition well within the expected time frame."
8021,5,2018-04-12T06:13:56.000Z,"Fantastic service
Couldn't find the Piano I was after in any music store in Sydney and was told there would be a 1 month wait. Better Music had plenty of stock and delivery was received in a matter of days.
I now have a happy daughter who got what she was promised for her birthday. Fantastic Service !"
8022,5,2018-04-11T09:19:54.000Z,"Brilliant
Brilliant,

Everyone knows what they are talking about and will not try to crap on if they don't they just refer you to one of their mates."
8023,5,2018-04-11T09:01:54.000Z,"Very good fast service
Very good fast service. Staff helpful on the phone. I would use Better Music again"
8024,5,2018-04-11T07:15:33.000Z,"Great experience
I read a lot of reviews so I should write one. The free delivery of the Hiscox guitar case arrived sooner than expected. It was packed well, the case was as advertised and the price brilliant. Quite impressed really."
8025,5,2018-04-11T05:40:50.000Z,"I’ve had several positive experiences…
I’ve had several positive experiences with better music, they always have great prices and speedy postage! Thank you 😊"
8026,5,2018-04-11T05:15:35.000Z,"Better Music was very attentive
Better Music was very attentive, calling me immediately when it knew my online purchase would be delayed. Its service was friendly professional and proactive. I'm very happy with my purchase."
8027,5,2018-04-10T08:38:48.000Z,"Good product and fast delivey.
Good product and fast delivey.
Thanks!"
8028,2,2018-04-10T06:48:42.000Z,"I bought a guitar and paid for it…
I bought a guitar and paid for it because it said it was in stock but it had to get sent from Warehouse took 5 days paid for 1-5 day delivery didn't get it for two and a half weeks tried to get the address changed and it ended up coming to the original address very painful experience. The staff tried to be helpful"
8029,4,2018-04-07T10:00:33.000Z,Good product.
8030,5,2018-04-05T10:36:22.000Z,"Great service
Excellent customer service...very quick delivery once we ordered and a follow up phone call to clarify a suitable delivery time. Thank you!"
8031,5,2018-04-05T05:11:37.000Z,"Service and speed of delivery was 1st…
Service and speed of delivery was 1st class.
I ordered a few items and all were spot on."
8032,5,2018-04-05T04:12:52.000Z,the delivery same as the schedule :)
8033,5,2018-04-05T01:58:07.000Z,"First class service
First class service, hard to beat on price, super fast delivery."
8034,5,2018-04-04T12:28:18.000Z,"Very high level of service
Very high level of service, including a really competitive price, great range and good communications during the delivery phase."
8035,5,2018-04-04T05:24:59.000Z,"No problems at all
No problems at all, highly recommended"
8036,5,2018-04-03T23:47:43.000Z,"Brilliant service
Brilliant service - definitely went the extra mile for me."
8037,5,2018-04-03T19:40:31.000Z,"Great store.
Delivered fast and safe. Great price and communication"
8038,3,2018-04-04T21:13:45.000Z,"Delivery and cost
Delivery and cost
Very dissappointed at first with Better Music. I needed some gear quickly and paid the extra $50.00 for express post. Now it is 11 days latter and i still have not received the gear. I have contacted them three times and have been told they cannot guarantee delivery times which is fine if the carrier they use actually has an express post option???? I contacted their delivery service and in no uncertain terms i was told they do not offer express post.Thank you Better music for promptly refunding the express post fee it was appreciated. I still don’t understand why the carrier was adamant they do not express freight."
8039,4,2018-04-03T04:40:45.000Z,"Good service from Jol and the only time…
Good service from Jol and the only time when I had to follow up was on days when he was not working
Overall very good and refreshing to deal with people who care"
8040,5,2018-04-03T04:29:59.000Z,"Fast delivery, good service
I called to ask if I could get a rushed order on the Wednesday before the Easter long weekend and it had been delivered before the end of the next day on the Thursday. Awesome experience, thanks guys."
8041,5,2018-04-03T02:18:23.000Z,"Very friendly service
Very friendly service. Highly recommended."
8042,5,2018-04-03T01:30:03.000Z,"Excellent service
The music and books I ordered arrived in due time, perfect conditions, inside a perfect packaging, sent asap with the correspondent invoice. The service from the shop employee in charge of my purchase was excellent, with respectful and gentle manners and efficient work. Congratulations."
8043,5,2018-04-02T21:13:38.000Z,"CG122CS
Great range, helpful phone advice, easy online purchase, prompt delivery."
8044,5,2018-04-02T12:38:11.000Z,"Quality, service and price...
Quality gear. Best prices. Fast shipping. Well packaged. My first port of call for any musical equipment."
8045,5,2018-04-02T09:32:41.000Z,"Great experience always available to…
Great experience always available to any questions , very satisfied will use again ."
8046,5,2018-04-02T09:20:58.000Z,"Best prices
Best prices, super fast delivery! Excellent service, thank you!!"
8047,5,2018-04-02T06:32:23.000Z,"First time buying from use
First time buying from use, I have to say it was a great experience. Cheap prices great products, use kept me in the loop of everything and quickest delivery I have ever experienced. Top stuff guys will definitely be buying off use again."
8048,5,2018-04-02T05:41:23.000Z,Fast efficient service 👍
8049,5,2018-04-01T08:12:55.000Z,"Great communication
Great communication, super fast delivery!"
8050,5,2018-03-31T05:37:44.000Z,"Yamaha DGX660B
We purchased a Yamaha DGX660B. The price was competitive, online service excellent, with the piano delivered in about 1 week. We are very happy with the shopping experience."
8051,5,2018-03-30T05:35:13.000Z,"Great service ,everything happened as…
Great service ,everything happened as stated on their website."
8052,3,2018-03-30T05:31:50.000Z,"I liked the efficient process and…
I liked the efficient process and delivery
I didn't like the AUD10 fee changed for ???"
8053,5,2018-03-29T22:20:52.000Z,"Very keen to make sure you get what you…
Very keen to make sure you get what you want. Attentiveto orders."
8054,5,2018-03-29T11:05:56.000Z,"Great prices
Great prices. Effecient service."
8055,5,2018-03-29T09:49:11.000Z,"Highly recommend with trust and high quality
There communication was fast and very helpful.i highly recommend this seller with confidence and trust in them.they couldnt do enough to help and there products are of such high quality."
8056,5,2018-03-29T04:53:59.000Z,"Prompt service
Our purchase (THR10 guitar amp) was delivered very quickly and we are very happy with the product."
8057,5,2018-03-29T04:23:08.000Z,"It was packed sooo well that I almost…
It was packed sooo well that I almost could not open by hands... thanks a lot for doing the job so carefully. Feel very happy."
8058,5,2018-03-29T01:21:29.000Z,"Great service.
Thanks for the prompt delivery of my parcel, Awesome people."
8059,5,2018-03-28T08:58:18.000Z,"Super fast shipping and well packed
Super fast shipping and well packed. Extremely pleased with my purchase and experience. Cheers guys"
8060,4,2018-03-28T04:38:31.000Z,"Cort Guitar purchase
Generally good experience"
8061,5,2018-03-28T04:35:29.000Z,"Best price by far
Best price by far. Quick, safe delivery.
Thanks guys."
8062,5,2018-03-27T19:03:34.000Z,"Better Music - Purchase of music
Ordering was easy. I got prompt acknowledgment of my order. I received the correct order. Ticks all the boxes for me."
8063,5,2018-03-27T13:48:44.000Z,"Excellent price, perfect transaction
Excellent price, and fully delivered on service.
I hope that this will be the first of many purchases made through Better Music."
8064,5,2018-03-27T04:47:48.000Z,"Easy online purchase
Am very pleased with the process of buying keyboard/stand/&stool online from Better Music. I found the website easy to navigate. Once my order was placed, I was contacted to verify wait period which was fine. Morgan was efficient and timely in his e-mail correspondence with me. Goods arrived in good time & well-packaged. Very happy to recommend."
8065,5,2018-03-27T04:12:36.000Z,"I had a very good experience with Han, online sales person.
I had a very good experience with Better Music. Thanks to Han for his patient and helpful service."
8066,5,2018-03-26T23:22:19.000Z,"Great service
Great service, speedy delivery"
8067,5,2018-03-26T09:15:50.000Z,Very professional and easy to deal with.
8068,5,2018-03-25T22:31:42.000Z,"Prompt tracked delivery
Prompt tracked delivery. Items well packaged and as described. Would purchase from this company again."
8069,5,2018-03-25T13:03:32.000Z,"margarine may float, but, butter flies
good service and fast delivery."
8070,5,2018-03-25T07:42:50.000Z,Amazing delivery in 2 days
8071,3,2018-03-25T05:56:27.000Z,"$10 extra for small orders? No thanks.
I think paying an extra $10 for orders under $50 is a real turn off. It is NOT an incentive to buy more when I'm only there to buy one thing once a year or so."
8072,5,2018-03-25T04:09:56.000Z,Always up to date with me
8073,5,2018-03-24T05:34:14.000Z,"Your staff member was very helpful and…
Your staff member was very helpful and efficient when I phoned. Tracking and delivery was first class. Thank you!"
8074,5,2018-03-23T11:33:33.000Z,"Excellent service
Excellent service. We bought a digital piano which was cheaper than anywhere else we had seen it. As soon as we ordered we had a phonecall to arrange delivery. Prompt delivery, free as well. We didn’t have to wait long either. Would highly recomend!"
8075,5,2018-03-23T08:56:12.000Z,"Very happy with product and service
Very happy with product and service, recommended"
8076,5,2018-03-23T03:56:23.000Z,"Highly recommended!!
Good selection, prices are OK and the service was quick and accurate."
8077,5,2018-03-22T23:47:55.000Z,Good price and quick delivery !
8078,5,2018-03-22T09:27:03.000Z,"Great
Easy transaction, arriving at my door earlier than expected. Thank-you"
8079,5,2018-03-22T08:12:24.000Z,Professional yet personable service
8080,5,2018-03-22T05:23:56.000Z,Always a pleasure to deal with
8081,5,2018-03-22T04:06:16.000Z,"Amazing!
Fast postage! No issues at all 👌"
8082,4,2018-03-22T01:27:54.000Z,"Good honest service with no fuss and no…
Good honest service with no fuss and no bother."
8083,5,2018-03-21T23:36:02.000Z,"Great service!
Great service and the bass guitar turned up on time. Definitely will shop here again!"
8084,5,2018-03-21T22:49:22.000Z,"I needed an FBV3 FC now or at least…
I needed an FBV3 FC now or at least before the last weekend of March but stock was not available anywhere in Australia until early/mid April but Better Music did some digging and found there was a shipment arriving mid March. Sure enough, come 15 March my item was on its way. Butt saved! Good times :)"
8085,5,2018-03-21T21:22:44.000Z,"Fantastic Service.
This company was a pleasure to deal with. I have placed two orders with them and the service was excellent. The staff members I spoke to were pleasant, courteous and efficient.

After placing my first order, I emailed a query and got a response within minutes, and from a real person, not just an automated reply. There was one minor problem, which they bent over backwards to fix and I would have no hesitation about doing business with them again."
8086,5,2018-03-21T09:39:43.000Z,"Great to deal with
Great to deal with, communication and honesty goes a long way. Thank you."
8087,1,2018-03-21T08:32:54.000Z,"Shocking
Says they have the product stocked online but then email you to say they don't."
8088,5,2018-03-21T03:03:01.000Z,"Great service
Great service and assistance when something wasn't quite right. Highly recommend. Thank you Han and team."
8089,5,2018-03-20T22:58:27.000Z,"Trumpet in excellent condition
Trumpet in excellent condition. Delivery very quick. No concerns or negative feedback at all."
8090,5,2018-03-20T19:37:49.000Z,"Arrived the next day and is exactly as…
Arrived the next day and is exactly as specified. Very happy."
8091,5,2018-03-20T08:55:43.000Z,"Fantastic service
Fantastic service, communication, products and quick delivery too!"
8092,5,2018-03-20T07:10:27.000Z,"Happy customer
Fast service & a good keyboard. My kids enjoy it very much thank you!"
8093,5,2018-03-20T05:45:58.000Z,"Very good experience!
Much better price than my local store (which couldn't be stuffed to do anything), was very friendly and helpful with the advice on the phone and the goods were delivered much earlier than expected and packaged securely.
Very, very happy!!"
8094,5,2018-03-20T05:40:11.000Z,"One of the best transactions ever
One of the best transactions ever. I sent several emails bugging these guys about details I kept thinking of, and they never got tired of responding to them in quick time. So I bought the item, and it was delivered from Canberra to Melbourne the next day. Many thanks to Luke a very patient guy - too good!!!!!"
8095,5,2018-03-20T04:14:29.000Z,"Prompt and efficient
Prompt and efficient - no problems at all"
8096,5,2018-03-20T04:03:30.000Z,"Wooooooooo
So quick and great prices. Thank you guys!"
8097,5,2018-03-19T06:52:53.000Z,"Good product ,perfect price Thanks!!"
8098,5,2018-03-19T05:24:45.000Z,"Better Music Review
Efficient service and delivery! Items came in amazing condition."
8099,5,2018-03-19T05:19:19.000Z,"Item as advertised and really fast…
Item as advertised and really fast standard delivery. Very happy."
8100,5,2018-03-19T04:51:16.000Z,"Did what they promised
Did what they promised. Easy. Clear. Professional."
8101,5,2018-03-19T04:16:31.000Z,"Excellent service
Excellent service, value and fast delivery. Will be buying from here again soon."
8102,5,2018-03-19T04:06:39.000Z,"First experience on online ordering…
First experience on online ordering with Better Music, it was very easy and pretty impressive with the accuracy of the product description and delivery time."
8103,5,2018-03-19T04:01:40.000Z,"Instrument received was in really good…
Instrument received was in really good condition, fast and free shipping"
8104,5,2018-03-19T04:00:30.000Z,"My purchase was dispatched quickly and…
My purchase was dispatched quickly and they responded promptly and nicely to my queries 🙂"
8105,5,2018-03-18T05:57:10.000Z,"Restored my faith in music stores
Restored my faith in music stores. I asked to try guitars and Simon let me play for literally hours through their range until I had confidently decided on what I wanted to buy. He stopped in occassionally to chat about what I was feeling/hearing and was a genuinely good bloke. He also helped me shop around for other accessories I needed. Great prices (I couldn't find better anywhere on the web) and superb customer service from Simon."
8106,5,2018-03-18T02:56:07.000Z,"Quick response
Quick response. Fast delivery too."
8107,5,2018-03-17T04:22:54.000Z,"Thanks Better Music!
Easy purchase and quick delivery to country Victoria location. Well in time for a brilliant birthday surprise!"
8108,4,2018-03-17T03:24:37.000Z,"The product that arrived was packaged…
The product that arrived was packaged well and had everything that we had ordered. My only complaint is about the courier service as their tracking service kept indicating a delivery date of 13/3 whereas the package actually arrived on 16/3. This is poor form for a courier delivery sevice."
8109,5,2018-03-16T07:58:25.000Z,"service
Great service. Quick response to enquiries. Happy to do business with them again.."
8110,5,2018-03-16T07:40:37.000Z,"Return customer To Better Music and I…
Return customer To Better Music and I simply can't fault their online service. Very good to deal with and would recommend them to anyone."
8111,5,2018-03-16T05:40:30.000Z,"Review on Better Music
Excellent service! I'm very happy with the purchase - a Yamaha digital piano. I would recommend Better Music to anyone. I just wish they have other stores across Australia!"
8112,5,2018-03-15T23:16:36.000Z,"Excellent.
Very good. No hassles, everything was packaged well and they had the best price I could find. I will definitely be buying from Better Music in the future."
8113,5,2018-03-15T09:34:22.000Z,Great service
8114,5,2018-03-15T08:09:47.000Z,"Great customer service & super fast postage
Very happy with the quality of the Yamaha HS8 pair I purchased. Great service & fast postage from Better Music. Will happily use you guys again.
Thanks"
8115,5,2018-03-15T04:00:57.000Z,"Excellent service
Excellent service
Quick"
8116,5,2018-03-14T13:47:42.000Z,"Great Purchase Experience
The product was reasonably priced and delivery was the nexr day.
You can’t get much better than that."
8117,5,2018-03-14T10:27:56.000Z,"Great Price, Fast Delivery
great youtube reviews, great price and fast delivery.. highly recommended"
8118,5,2018-03-14T08:29:44.000Z,"Excellent service
Excellent service. Made a phone call to get more details on the product I was interested in and was on to an expert within minutes. Fast delivery and love the electronic piano."
8119,5,2018-03-14T06:19:36.000Z,"Excellent service
A wide range, great website and easy to use 😎
Once again, terrific service and prompt delivery"
8120,5,2018-03-14T05:33:03.000Z,"Excellent
No reservations, I would recommend this company to anyone."
8121,5,2018-03-14T05:23:04.000Z,"two thumbs up
Excellent service, will be back on my next purchase."
8122,5,2018-03-14T05:00:25.000Z,"Communication was great / prompt delivery
Communication was great - acknowledgement of order / updates re shipping.
Extremely prompt delivery of order."
8123,5,2018-03-14T04:58:50.000Z,"Drum heads
Items arrived very quickly and in great condition"
8124,5,2018-03-14T04:25:57.000Z,"Friendly, fast
friendly, fast - good service all round"
8125,5,2018-03-14T04:10:00.000Z,"Great service and communication with…
Great service and communication with the store. Fast shipping. Thanks for the updates. Very happy with product. Best recorder and value for money before buying expensive all-wood recorders!"
8126,5,2018-03-13T23:14:25.000Z,Great online store
8127,5,2018-03-13T21:26:04.000Z,"Go Better Music!
Best prices on the net and quick delivery."
8128,5,2018-03-13T20:07:07.000Z,"Simple with good prices
Easy to use web page with some of the best prices I found. The little drop down menus to help you make a package deal are a nice touch. My order was processed promptly and once processed was delivered in two days (Startrack was the delivery company, obviously Better Music has no control over their schedule, but still)."
8129,5,2018-03-13T16:07:08.000Z,"Highly recommend this company to…
Highly recommend this company to anyone!!"
8130,5,2018-03-13T11:00:15.000Z,"Great gear at the best price
Great gear at the best price! Super fast delivery, EXCELLENT communication and so easy to deal with. I absolutely would not hesitate in using these guys again. They were phenomenal!"
8131,5,2018-03-13T08:00:52.000Z,"Excellent
Excellent. Needed the product as a present and received it very very promptly. Everything went swimmingly thanks to Better Music."
8132,4,2018-03-13T06:53:33.000Z,on time delivery to a regional area
8133,5,2018-03-13T05:00:32.000Z,"Great service
Great service. Arrives on time. Reliable and trustworthy!!!"
8134,1,2018-03-13T04:48:31.000Z,"Please you can not afford to operate a…
Please you can not afford to operate a business like this, seriously this will cost you a fortune already. To be 100% sure, First of all, always double check or review where you at, before you deliver... very important. Time is money and better the service the increase in customers.

GOOD LUCK!!"
8135,5,2018-03-13T04:18:43.000Z,"Great company
Great company, got my order quickly with no fuss and got regular updates of the delivery process"
8136,5,2018-03-12T21:35:09.000Z,"Great service following up on a failed…
Great service following up on a failed Paypal transaction on the phone with the very pleasant Morgan."
8137,5,2018-03-12T06:55:06.000Z,"Easy to use website
Easy to use website, clear and helpful information on products, simple to order and process, and prompt delivery and follow-up. Highly recommend Better Music!"
8138,5,2018-03-12T06:47:59.000Z,"Impressed
Well priced.,Prompt delivery .great communication about purchase and delivery time."
8139,5,2018-03-12T05:46:36.000Z,"Exactly as ordered.
Exactly as ordered.
Well packed, super fast shipping with tracking information.
Easy to use online site."
8140,5,2018-03-12T04:57:29.000Z,"Quality products
Quality products, super quick delivery 📦
Very happy 😃🎺"
8141,5,2018-03-12T04:46:04.000Z,"Highly recommended
Really helpful knowledgeable staff. Quick delivery."
8142,4,2018-03-10T10:11:04.000Z,"Good trade but the courier company…
Good trade but the courier company staff were incompetant and not helpful at all. I suggest Better music should engage another courier company for better service"
8143,5,2018-03-09T07:02:11.000Z,nice experience
8144,5,2018-03-09T04:08:56.000Z,"Amazing service
Amazing service. I could have gone elsewhere for a slight few less dollars but their video reviews won me over. And very glad I did as the delivery was speedy and support has been great."
8145,5,2018-03-08T23:55:43.000Z,"Extremely Fast Delivery
I ordered my guitar which was showing as out of stock on multiple other websites, and received it within two business days!! Very happy with the competitive price and the extremely quick free delivery"
8146,5,2018-03-08T19:58:54.000Z,"Easy transaction
Easy transaction, quick delivery, would use again"
8147,5,2018-03-08T06:25:44.000Z,"Fast service
Fast service. Great well priced products. Thanks"
8148,5,2018-03-08T04:44:15.000Z,"Cheap price
Cheap price, no damage to product or packaging, fast delivery and courteous emails. 👍"
8149,5,2018-03-08T04:35:11.000Z,"Thank you for fast delivery and great…
Thank you for fast delivery and great service. Very happy."
8150,5,2018-03-08T01:21:33.000Z,"The digital piano is GREAT
The digital piano is GREAT. Good quality and fast delivery. Strongly recommend you guys to use this service. :)"
8151,5,2018-03-07T21:03:52.000Z,"Fantastic!
Ordered on a Tuesday paid the extra for express post and it arrived on the Friday the same week, My Daughter loves it."
8152,4,2018-03-07T08:36:56.000Z,"Very professional communication and…
Very professional communication and safe delivery of a quality product.
Only gripe would be a slightly longer than expected turnaround time...
Thanks again and I'm loving my new hi-hats!"
8153,5,2018-03-07T06:38:57.000Z,Awesome as always!!!
8154,5,2018-03-07T04:33:21.000Z,"Better Music is Awesome.
Amazing prices. Fast delivery with free postage."
8155,5,2018-03-07T04:09:42.000Z,I will buy again from better music.
8156,5,2018-03-07T04:09:38.000Z,"10/10 best website
10/10 best website
The delivery was so fast and the piano is so good."
8157,5,2018-03-06T09:58:40.000Z,"Excellent customer service
Excellent customer service ! Called online sales and checked for stock availability via phone call who was exceptionally helpful. The lady advised that they currently have no stock but she did some checking and she ensured stock was available before calling me back as promised.
Placed order on Tue evening and received by Thu, just in time for a birthday. Highly recommended."
8158,4,2018-03-06T09:22:24.000Z,"Slow dispatch but competitive pricing.
Slow dispatch which was compounded by Australia Post delay. Competitive pricing but I could have got same product in Sydney within an hour as opposed to six days."
8159,5,2018-03-06T08:14:14.000Z,"Great stock and pricing
Great range of stock and delivered in perfect condition and promptly. Pricing very competitive especially with free delivery."
8160,5,2018-03-06T04:38:08.000Z,"good price
good price, good quality & arrived on time."
8161,5,2018-03-06T04:36:20.000Z,"A very professional company with…
A very professional company with excellent service and communication."
8162,5,2018-03-06T04:28:27.000Z,"Great products and exceptional service
Great products and exceptional service. I now go nowhere else."
8163,5,2018-03-06T04:24:09.000Z,Fast shipping and exactly as described!
8164,5,2018-03-06T04:08:20.000Z,"very easy to deal with and prompt…
very easy to deal with and prompt dispatch of order
very good"
8165,5,2018-03-06T04:01:25.000Z,Amazing service
8166,3,2018-03-06T03:23:04.000Z,"Incorrect info on website
Website says item is availabale, they accept your payment and then let you know it’s not in stock and you have to wait.

If they let you know it’s not in stock, I would have purchased elsewhere."
8167,5,2018-03-06T03:05:12.000Z,"Thanks for great service
Thanks for great service, looking at purchasing again."
8168,5,2018-03-05T22:59:40.000Z,"Great product and prompt delivery.
The Ukulele bag arrived just on time and the quality is great."
8169,5,2018-03-05T11:51:49.000Z,Professional and courteous service.
8170,5,2018-03-05T09:14:16.000Z,"Very quick delivery
Very quick delivery. Good product as described."
8171,5,2018-03-05T07:13:42.000Z,good service free shipping
8172,5,2018-03-05T05:57:42.000Z,"Friendly service
Friendly service, competitive price, fast delivery and items were packed with much care.
Thank you for your help and service."
8173,5,2018-03-05T04:42:03.000Z,"order process was easy and item was…
order process was easy and item was sent immediately, well packed and arrived quickly."
8174,5,2018-03-05T04:34:29.000Z,"The mixer was of very good quality and…
The mixer was of very good quality and delivery was organised with quick arrival"
8175,5,2018-03-05T04:27:25.000Z,"Good product
Good product, reasonable price, fast delivery with proper packing to prevent damages during transportation."
8176,5,2018-03-05T02:18:36.000Z,"Excellent service
Excellent service, very quick delivery"
8177,5,2018-03-04T23:27:03.000Z,"Delivery was very fast
Delivery was very fast, quality of the keyboard I purchased was fantastic :)"
8178,5,2018-03-04T12:27:57.000Z,"Excellent
Good product. Fast delivery"
8179,5,2018-03-04T09:52:59.000Z,"Very attentive and helpful
Very attentive and helpful. Would happily recommend Better music."
8180,5,2018-03-04T07:15:38.000Z,Fast and easy
8181,5,2018-03-04T06:36:46.000Z,"Just want you want!
Just want you want - on time no fuss right price works as advertised. Would definitely recommend!"
8182,5,2018-03-04T05:36:10.000Z,"Piano stool
The product was deliivered on scheduled and well packed. The quality of the piano stool was better than I had expected. All in all, it was a worthwhile purchase"
8183,5,2018-03-04T05:27:12.000Z,"Fast shipping
Fast shipping, item arrived as described."
8184,3,2018-03-04T02:01:26.000Z,"The delivery service needs to be…
The delivery service needs to be improved. The delivery should be within a specified time. We took a whole day off work and the delivery did not arrive. Then the day they come the delivery company expects someone to help take the heavy piano off the truck and inside your home - not exactly good for people without strength or who have a back injury or the like."
8185,5,2018-03-04T00:38:19.000Z,"Easy to deal with and prompt
They responded to a query promptly and the goods arrived quickly and I paid a competitive price for the items."
8186,5,2018-03-03T02:21:09.000Z,"Excellent service
Excellent service. Item wasn't in stock so they rang me to check if I was happy to wait. Item was shipped as soon as it was in stock."
